Time,Learning rate,Train loss,Validation loss,MAE_energy,MAE_energy_grad
0.6451914310455322,0.0003,726.8707275390625,675.3502044677734,10.748475341796874,19.096942997685186
1.2695574760437012,0.0003,562.7782770792643,439.49454498291016,14.84364501953125,14.727416449652777
1.89530611038208,0.0003,362.2133153279622,241.0779685974121,5.224828796386719,10.607458043981481
2.443437099456787,0.0003,252.5730972290039,172.7659568786621,3.2636279296875,9.123561378761574
2.9259328842163086,0.0003,203.69171396891275,137.5384750366211,2.473677749633789,8.235875651041667
3.3724682331085205,0.0003,169.26078033447266,111.37020683288574,2.0434619903564455,7.4752880859375
3.8212127685546875,0.0003,153.49602127075195,103.83172416687012,2.4505017471313475,7.1412977430555555
4.270401954650879,0.0003,143.86056836446127,96.77181053161621,4.131803665161133,6.8822234881365745
4.717172384262085,0.0003,129.64570681254068,85.92779350280762,1.7100155639648438,6.453255027488426
5.1673383712768555,0.0003,122.30054728190105,80.29483795166016,2.3414504623413084,6.187227195457176
5.641291379928589,0.0003,119.35023625691731,77.47718238830566,2.449125213623047,6.148741771556713
6.141817569732666,0.0003,112.50292714436848,69.08763885498047,1.6647733306884767,5.769224265769676
6.630541801452637,0.0003,109.8410104115804,67.60404014587402,2.7216090393066406,5.722599193431713
7.1256749629974365,0.0003,106.95786603291829,62.692294120788574,2.5737993240356447,5.538712565104166
7.581571340560913,0.0003,103.5271765391032,60.61629009246826,2.8056163024902343,5.438642216435185
8.040190696716309,0.0003,98.84601020812988,57.925143241882324,1.640983123779297,5.278926866319445
8.495897054672241,0.0003,95.18085606892903,57.452301025390625,2.1296401596069336,5.27440086082176
8.955034017562866,0.0003,94.65128644307454,55.61293888092041,1.3565398406982423,5.179473560474537
9.418431758880615,0.0003,91.85706901550293,51.263901710510254,1.3874946784973146,4.980968967013889
9.881417036056519,0.0003,89.09479586283366,49.62223243713379,2.30794132232666,4.96249828197338
10.349188804626465,0.0003,90.52942911783855,49.348087310791016,3.220234680175781,4.900973397714121
10.80071496963501,0.0003,84.19001642862956,46.14752674102783,1.2155184745788574,4.720818956163194
11.250945329666138,0.0003,83.36803754170735,50.39442729949951,3.9782649993896486,4.905036349826389
11.691858530044556,0.0003,82.89442952473958,45.32346248626709,1.7953718185424805,4.643451696325232
12.133923768997192,0.0003,80.29447937011719,45.81435203552246,2.0321246337890626,4.665035988136574
12.563616752624512,0.0003,79.50028800964355,43.68739032745361,2.3077281951904296,4.5824000831886575
13.06351923942566,0.0003,77.36681493123372,42.2716703414917,2.620517120361328,4.497651005497685
13.62323546409607,0.0003,75.99102179209392,40.840027809143066,1.6689365005493164,4.397445294415509
14.180626153945923,0.0003,72.56255467732747,40.43688678741455,1.5475139236450195,4.376567473234954
14.623298406600952,0.0003,75.1343453725179,40.77875328063965,2.3039328765869143,4.426575611255787
14.960511684417725,0.0003,72.34349473317464,39.770331382751465,1.0865877723693849,4.304384223090278
15.310207605361938,0.0003,72.19427553812663,39.112037658691406,1.4567111015319825,4.324394169560185
15.83405876159668,0.0003,71.00068855285645,37.52970504760742,2.5627642059326172,4.221290509259259
16.327842712402344,0.0003,70.90520254770915,36.782663345336914,2.107084846496582,4.177498010706018
16.852190256118774,0.0003,65.93642044067383,35.03473377227783,1.5392984008789063,4.0849377893518515
17.353758335113525,0.0003,67.13201141357422,37.187252044677734,1.5834012603759766,4.172840711805556
17.800286531448364,0.0003,65.89443365732829,41.61782932281494,2.953709182739258,4.3963422309027775
18.2282612323761,0.0003,67.40422852834065,38.67231559753418,1.1295099639892578,4.257678132233797
18.65547513961792,0.0003,64.41719786326091,36.980759620666504,1.312779064178467,4.181624801070602
19.084593296051025,0.0003,64.31975905100505,33.42517709732056,1.8278466033935548,3.9885024233217594
19.52664065361023,0.0003,64.09188079833984,34.073991775512695,2.519908561706543,3.966506618923611
19.974528789520264,0.0003,61.837901751200356,32.453113079071045,0.9954861259460449,3.9248469147858795
20.454051971435547,0.0003,62.44380315144857,35.056607246398926,2.447010955810547,4.071465928819444
20.933185338974,0.0003,61.129886627197266,32.73737287521362,2.319286575317383,3.888743941695602
21.41973090171814,0.0003,60.735751152038574,31.623998165130615,1.3455619812011719,3.855350929542824
21.889137029647827,0.0003,58.98361746470133,33.1805624961853,1.9759803009033203,3.927466091579861
22.38870882987976,0.0003,59.31542205810547,32.72961091995239,1.1992105865478515,3.9078559932002315
22.85046076774597,0.0003,57.25285212198893,31.525387287139893,1.747497215270996,3.840497775607639
23.33842897415161,0.0003,57.54321320851644,29.183188438415527,1.705286750793457,3.661995171440972
23.849346160888672,0.0003,58.50159772237142,30.179583072662354,2.6734022521972656,3.7860045030381944
24.30772829055786,0.0003,57.56742890675863,31.674399852752686,1.9597007369995116,3.8528880027488426
24.74106526374817,0.0003,56.551367123921715,32.47101879119873,1.0037780952453614,3.874838505497685
25.169700145721436,0.0003,56.45347023010254,30.45251226425171,2.445479850769043,3.7425352647569445
25.58149480819702,0.0003,54.563473065694176,30.275754928588867,1.2996449661254883,3.7488459382233796
25.9928982257843,0.0003,54.39436276753744,29.718010902404785,1.527022590637207,3.6827778682002315
26.43120265007019,0.0003,54.04009532928467,30.72373867034912,1.8131686782836913,3.7829786060474535
26.91160774230957,0.0003,54.391788482666016,29.263235569000244,2.2238150024414063,3.6693607132523147
27.404374599456787,0.0003,53.153867403666176,28.314409255981445,0.965045509338379,3.5853636791087964
27.960726022720337,0.0003,53.73012034098307,28.49443244934082,1.6045195388793945,3.6156052879050926
28.448742866516113,0.0003,51.91723219553629,29.11190938949585,1.5751043701171874,3.668348976417824
28.876166582107544,0.0003,51.673003832499184,29.170352935791016,1.4403017616271974,3.6511854383680555
29.31235384941101,0.0003,50.9063409169515,27.023009300231934,2.169007377624512,3.5236140950520833
29.768721103668213,0.0003,52.10426553090414,26.828269481658936,1.5152754974365235,3.524073169849537
30.212940454483032,0.0003,49.898722648620605,26.03808069229126,1.9610997009277344,3.451476417824074
30.65163278579712,0.0003,50.53451633453369,27.41618299484253,2.1187706756591798,3.5308519603587962
31.076807260513306,0.0003,50.12060801188151,26.459648609161377,1.2485119247436522,3.486210666232639
